id,text,anger,disgust,fear,joy,sadness,surprise,emotions,lang,split,neutral
deu_train_track_a_00560,"schau mal, ob du bei der übergeordneten behörde (vermutlich schulamt) etwas erreichen kannst und lass bei dem schulleiter durchblicken, dass du dort dienstaufsichtsbeschwerde einlegen wirst. ob es was bringt? keine ahnung, aber habe mal gehört, dass sich so etwas in der personalakte von beamten gar nicht gut macht.  edit: vielleicht hilft es ja, mit einer vertrauensperson, am besten jemand, der etwas autorität ausstrahlt, nochmals bei ihm vorzusprechen. möglich, dass er dann nicht so ein unmögliches verhalten an den tag legt, wenn ein zeuge dabei ist. wünsche dir alles gute und dass es mit dem studium klappt.",0,1,0,0,0,0,['disgust'],deu,train,0
deu_train_track_a_02507,"vielleicht hört es dann auch jetzt auf, deren militär als super vertrauenswürdige quelle zu nutzen lmao",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01727,du schmeißt euren gemeinsamen haushalt und thematisierst es nun des lieben friedens willen nicht mal mehr - wie praktisch für ihn. offensichtlich will er weiterhin nichts tun. möchtest du so mit ihm zusammenleben? tu dir selbst den gefallen und lebt in getrennten wohnungen.,1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_02347,gute nachricht. russland darf diesen krieg nicht gewinnen.,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00692,"ich habe das auch mal abgesetzt, weil ich was anderes bekommen habe und vorher venlafaxin raus sein musste.   ich habe das unter ärztlicher aufsicht langsam ausgeschlichen, also die dosis über einen längeren zeitraum immer weiter verringert. dann sollte das keine großen probleme geben. von heute auf morgen einfach nicht mehr nehmen wird schief gehen und absetzsymptome hervor rufen.   ich hatte dabei keine anderen probleme, als das mir halt die stimmungsaufhellende wirkung gefehlt hat.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01097,"!""schatz, ich habe aktien gekauft!:wie sie die angst vor der börse verlieren und ihr geld vermehren """,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02327,in wahrheit ist es ein echtes modell das einfach nur eingeschneit ist,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00570,"moment mal, putin hat in der vergangenheit ständig verhandlungen angeboten! die ukraine hat abgelehnt ‼️",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_00046,"australien trägt ganz erheblich zum klimaschutz bei, indem man die migration kontrolliert es macht keinen sinn, unkontrolliert menschen aus entwicklungs- in industrieländer ziehen zu lassen, wo ihr co2 abdruck viel höher ist seenotretter sind für den klimawandel mitverantwortlich",0,1,0,0,0,0,['disgust'],deu,train,0
deu_train_track_a_01662,"danke kann auch sexy,  nicht nur porno oder hardcore........ freut mich das es dir gefällt...",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00382,das muss man sich einmal vorstellen meinem bekannter ist mit kündigung vom arbeitgeber gedroht worden weil er für die afd ist. was ist los in unserem land das so etwas passiert.,1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_00740,"viel erfolg dabei, bahn wieder gnadenlos überfordert, wer hätte gedacht dass heute so viele leute bahn nutzen wollen 🌚",1,1,0,0,0,1,['anger' 'disgust' 'surprise'],deu,train,0
deu_train_track_a_01136,"ich habe (vor der schwangerschaft und auch einmal währenddessen) mit harnwegsinfekten zu kämpfen gehabt, mein et ist aber erst im herbst. bei mir hat der entbindungsmodus in puncto blasenentzündungen bisher keine rolle gespielt. man hat mir lediglich geraten, im falle eines kaiserschnitts rechtzeitig darauf hinzuweisen, damit der blasenkatheter nicht so lange drin bleibt.  ansonsten helfen mir übungen für den beckenboden.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01815,jede männliche person auf dieser welt ist so hart belastend,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_02154,schlimmer. ich hör ihn heulen bis in den bergischen kreis.,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01547,"interessantes ama, danke dafür.  wie meisterst du den alltag? wie oft kommt es zu einer derealization? bester erfahrung bisher? lustigste erfahrung bisher? schlimmste erfahrung bisher?  kann man dagegen etwas tuen? z.b. training/therapie oder ähnlich?",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02341,"präsident zelensky spricht diese woche bei einer veranstaltung in texas mit ex-us-präsident bush. und ich dachte, mit kriegsverbrechern, die andere länder überfallen, spreche zelensky nicht. bush hat den tod von millionen irakern zu verantworten.",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_02033,bezahlen die gut ?,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02381,wie ging es euch mit der übelkeit? wann hat die bei euch eingesetzt bzw. wie lange gedauert? ich bin in ssw 8 und möchte mich nur vergewissern das ich hier nicht zur ausnahme gehöre. bei den meisten beginnt die übelkeit doch schon wesentlich früher?,0,0,1,0,0,0,['fear'],deu,train,0
deu_train_track_a_01070,"hab schon im job mit kacke zu tun, brauch die schlumpfkacke von euch nicht noch drauf.  #afdsindfaschisten #afdmachtdumm #afdverbotjetzt",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01131,"auf keinen fall!  ich befürchte, du hast mich falsch verstanden 😅",0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_01612,"gott stehe uns bei! bislang waren wir ""nur"" am verarmen, was kommt jetzt noch alles auf uns zu?!",0,0,1,0,0,0,['fear'],deu,train,0
deu_train_track_a_01753,"wenn du den rest auch noch heimlich entsorgen kannst, hat es die dose vielleicht nie gegeben.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02089,"meine mutter hat an ihrer badtür im lichtschalter eine kleine led-lampe. und wollte letztens, dass ich sie ausbaue, um strom zu sparen.  sie, die das abendessen vormittags kocht, weil sie abends immer so müde ist. und dann lässt sie die töpfe den ganzen tag auf der aktivierten herdplatte stehen, damit es bis abends nicht auskühlt. also nur so auf stufe 1-2.",0,1,0,0,0,0,['disgust'],deu,train,0
deu_train_track_a_02222,nicht vergessen:moore speichern ungleich mehr co2 als wälder. und brennende bäume emittieren auch co2. life is sometimes difficult!,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01170,ironischerweise hat der ältere herr mehr für sein land geleistet als der braun-uniformierte affe neben ihm....,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01015,"mein eindruck ist, hier in deutschland herrscht eine merkwürdige auffassung von antisemitismus. kritik an israel und dessen politik ist kein antisemitismus. auch israel hat keinen blancocheck für grenzenlose gewalt.",1,1,0,0,0,1,['anger' 'disgust' 'surprise'],deu,train,0
deu_train_track_a_01653,"ich fühl dich, mistafistakanista. finde es stark von dir, dass du hier schreibst. und auch, dass du ne therapie machst. ich bin zur zeit in diesen 2 jahen sperrzeit zwischen therapien und ich frag dich, weil ich denke du kannst das nachvollziehen und vielleicht nen tipp hast oder auch einfach wie du damit umgehst, falls du das auch kennst: diese gefühle von unsicherheit und angst ob der scheiß irgendwann aufhört, also besser wird, meine ich. so dass man iwann nicht mehr mit diesen dämonen, den folgen oder symptomen oder wie auch immer man das nennen will so zu kämpfen hat. kennst du das auch? wie gehst du damit um?",0,0,1,0,1,0,['fear' 'sadness'],deu,train,0
deu_train_track_a_00549,ich habe drehbücher für verschiedene scripted-reality-formate geschrieben (z.b. niedrig und kuhnt - kommissare ermitteln).,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01083,"ich habe während der ganzen kinderwunschphase keinen alkohol getrunken, ebenso mein mann, da alkohol auch die fruchtbarkeit verringern kann.  meine frauenärztin sagte auch, dass man nicht schon vor nem positiven test darauf verzichten muss, ich habe mich aber deutlich wohler so gefühlt.",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00936,"das ist so was, da bin ich kurz vorm schwach werden, nach 32 jahren vegetarismus.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01976,"was an heuchelei und widerwärtigkeit nicht zu übertreffen ist ist der umstand, dass lieber care-pakete aus der luft für zum tode verurteilte menschen abgeworfen werden statt die waffenlieferung an den armeestaat israel einzustellen bzw. diese perfiden psychopathen zur rechenschaft zu ziehen…und das alles sehenden auges in der heute so zivilisierten welt.",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_01217,„free palestine“ ist das neue heil hitler.  #israel #hamas #gaza,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01418,"angst zu haben ist normal. die hat jeder. deswegen ist es sehr mutig von dir, dass du diesen schritt gewagt hast!",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01409,es sind nicht nur ukrainische kinder betroffen. auch kinder anderer nationalitäten bekommen oft nicht zeitnah einen platz in der schule. trotz schulpflicht.,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01470,"moin, hat hier jemand ein paar heiße tips für online-wunschlisten abseits von amazon?   wir wollen in ein paar wochen unseren familien vom nachwuchs erzählen und weil gerade *meine* eltern ein ganz besonderes talent dafür haben uns ausnahmslos nutzlosen kram aufzudrücken, hätten wir auf ""wir schenken euch dann beizeiten x"" gern direkt eine liste parat um dem vorzubeugen. am besten eine wo der jeweilige schenker direkt sachen wieder runternehmen/kennzeichnen kann, damit nichts doppelt ist.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00280,find dich geilste maus unter der sonne,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00235,erinnert leicht an die leviathan aus supernatural :),0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01855,">meine familie fühlt sich, vermutlich zurecht, hintergangen und ich werde jetzt wohl ausziehen. finanziell geht das, selbst nach corona zum glück. es war etwas hart von meiner mutter als ""nicht mehr ihr sohn"" bezeichnet zu werden während sie mir impfgegner tiraden an den kopf wirft. (die geratest hits waren anzeige wegen verleumdung wofür auch immer, vergleiche von sich mit kz insassen und ""ich will lieber an corona sterben als an der impfung"" geil ) montag mache ich einmal die runde: bank, anwalt (empfehlungen für einen im raum karlsruhe), gesundheitsamt. falls es sich danach lohnt mache ich nochmal einen post.  noch sein edit vom letzten post.",0,1,0,0,1,0,['disgust' 'sadness'],deu,train,0
deu_train_track_a_00930,"mein therapeut meinte man könne 2 jahre nach ablauf neue stunden beantragen (wenn ich mich richtig erinnere). während diesem zeitraum habe ich 2 stunden pro quartal, weiß aber nichts genaues darüber als was das abgerechnet wird oder wie das funktioniert. ist also nur meine erfahrung.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00665,danke für den song,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00737,leute die wirklich um karin ritter trauern wtf,0,1,0,0,0,1,['disgust' 'surprise'],deu,train,0
deu_train_track_a_02597,"ist es wirklich wieder so ein pest oder cholera szenario wie mit hillary? ist trump vielleicht doch ein toller präsident? hat ein großteil der amerikanischen bevölkerung den schuss nicht gehört?  ich bin gleichermaßen verwirrt und verängstigt, dass trump wieder gewählt werden könnte.",0,0,1,0,0,1,['fear' 'surprise'],deu,train,0
deu_train_track_a_00266,"ich wollte noch frühstücken, dann aber mal gesund lieber die kohlbirne.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00929,"tee wird nicht empfohlen? kenn ich so gar nicht. ich trinke ständig tee (in maßen).  ansonsten finde ich fertigessen super, wenn sie nicht viel machen darf. fertigsuppen im glas, heiße schokolade oder muffins die man in einer tasse machen kann (selber gemacht oder bei dm), selbstgekochtes essen, snacks.   für kind und mama: man weiß natürlich nicht, was sie schon haben, aber mir fallen ein - bilderbücher - puzzles altersgerecht - tonie für tonies box, falls vorhanden",0,0,0,1,0,1,['joy' 'surprise'],deu,train,0
deu_train_track_a_02366,"mein mann hat mir bei unserem 10-jährigen jubiläum eine kette mit einem herzmedaillon geschenkt, mit einer eingravierten 10 und einem bild von uns drin. trage ich jahre später immer noch gerne, hat mich mega gefreut. ansonsten machen wir immer das gleiche, essen gehen und kino... sind da nicht allzu anspruchsvoll und mir persönlich war das lieber als irgendetwas großes :) ich weiß nicht, was sie gerne mag, aber ein entspannter tag zu zweit in der sauna o.ä. klingt doch schön :)",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_02496,"eit wann sehen terroristen aus wie kinder und babys? wer hat die hamaz gegründet? warum stellen sich viele israelis gegen diesen mann? deutsche medien berichten so einseitig. es ist eine schande, was da passiert!",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_00050,"hör dir mal den podcast von die linguistin an, die hat sehr hilfreiche tipps! die episode hier habe ich noch nicht gehört, aber mir mal gespeichert, weil ich ähnliches überlege. vielleicht hilft dir das ja weiter! gibt es aber noch eine menge anderer interessanter folgen.",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00401,israel begeht seit viele jahrzehnten verbrechen auch gegen un-konventionen und wird nicht dafür bestraft!,1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01288,"huhu schön das du hier schreibst. mir selbst geht es auch oft so. da muss man sich total zwingen was zu tun. das gute ist nach einen runter kommt wieder ein hoch - also das wird schon.  manchen hilft es auch sich eine art zeitlimit zu setzen, 2 tage und dann geht's weiter. liebe grüße und viel energie sende ich dir :) (:",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01134,du kannst gut mit geld wenn du viel davon hast,0,1,0,0,0,0,['disgust'],deu,train,0
deu_train_track_a_00990,"die frage geht gar nicht, da schwillt mir so derartig der kamm! bei mir/uns kam die sogar innerhalb der familie. nein, das ist reiner zufall, dass wir beide, mitte 30, letztes jahr geheiratet haben und in eine größere wohnung gezogen sind und jetzt total erstaunlicher weise schwanger geworden sind (nicht, dass man das alles machen muss, aber hello captain obvious?) die waren nicht überrascht oder so, die waren regelrecht schockiert!",1,0,0,0,0,1,['anger' 'surprise'],deu,train,0
deu_train_track_a_01500,sozialistische perspektive schön und gut aber was wenn ich dir sage dass das himmlische jerusalem quasi zum greifen nahe ist????,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02447,"für das klima den öpnv lahmlegen, damit alle auto fahren. genau mein humor. aber vielleicht denke ich einfach nicht sozialistisch genug.",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01599,"die, die es bereuen könnten, sind tot.",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_00314,"ich hatte überhaupt keine auswahl. ich werde ein sommerbaby haben und viele hebammen sind schon weg oder gehen in den sommerurlaub. die hebammenzentrale hat mir geholfen eine hebamme zu finden, die außer stadt ihre praxis hat, wo ich dann ein paar mal zu ihr fahren soll. sie unterstützt mich dann im wochenbett für 2-3 wochen und danach übernimmt ihre kollegin. ich habe keine indikatoren, was eine gute hebamme ist, weil das meine erste schwangerschaft ist. ich freue mich einfach so sehr darüber, dass ich eine hebamme überhaupt gefunden habe.",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_02233,"hallo du, dein text klingt furchtbar schwer, so sehr, dass ich gar nicht weiß, wie ich meine gedanken dazu in worte packen soll.  du hast offenbar schon vieles erlebt, was deinen lebensmut sehr belastet hat und dadurch bist du offenbar schwer depressiv geworden. das ist furchtbar.  aber, ja natürlich kommt ein aber, du wirst sterben irgendwann, so wie jeder von uns. und dein leben kannst du, so wie jeder von uns, zu jeder zeit beenden. ruf jetzt den krankenwagen und verschiebe die entscheidung in die zukunft.",0,0,1,0,1,0,['fear' 'sadness'],deu,train,0
deu_train_track_a_02103,oki gut ^-^ idk vlt hab ich auch verkackt is doch egal,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00778,ihr seid auf klassenfahrt/ferienfreizeit/etc. und dürft für morgens einen song auswählen mit dem über die hausanlage geweckt wird. welcher song ist es?,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_02067,"ja, bei mir war die ganze schwangerschaft über alles ok, bis ca. zur 36. ssw. dann hieß es: zu wenig fruchtwasser, zu wenig gewicht, ctg auffällig, beckenendlage ich wurde dann engmaschiger kontrolliert und es wurde ein kaiserschnitt bei 38+0 gemacht. während der op meinte die ärztin, das war doch nicht so wenig fruchtwasser:) mein baby ist kerngesund. wünsche euch alles gute, ihr habt es fast geschafft! zum ende hin ist etwas weniger fruchtwasser wohl relativ normal (hab mich kaputt gegoogled) und wenn es drastisch zu wenig wäre, hätte deine gyn schon reagiert!",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01695,"ich danke euch allen, dass ihr euch die zeit genommen habt meinen beitrag zu lesen und danke euch für eure beiträge und ratschläge. es tut gut zu wissen, dass man nicht der einzige mit derlei problemen ist, obwohl mir das natürlich auch davor klar war.  ich antworte noch direkt auf einen beitrag bevor ich es vergesse und schreibe dann noch etwas für alle.",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01443,"danke für den hinweis! bisher hatte ich noch nichts von ihm gehört, aber respekt.",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00934,danke für dein ama! es ist spannend zu lesen wie du die arbeit erlebst.   glaubst du deine männlichen kollegen verhalten sich anders wenn eine frau mit auf der baustelle ist oder nehmen sie keine gesonderte rücksicht wenn du dabei bist?,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00597,"wie kam es dazu, dass dein vater mit dir zusammen gearbeitet hat?    hat es eure beziehung gestärkt oder geschwächt?",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02175,schöne geile schnecke,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01449,"irgendwo mal gelesen: ""stop hoping for a better past.""  als jemand, der an großen teilen seiner jugend und adoleszenz echt knabbert und sich wünscht, dass vieles anders gelaufen wäre, hat der spruch den nagel auf den kopf getroffen.",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01857,"das kommt mir irgendwie komisch vor. kommt das so aus dem nichts? ohne vorgeschichte? sie und ihr freund sind ja auch nicht erst seit gestern zusammen und dich kennt sie schon ihr leben lang. da muss irgendwas anderes im argen sein, was aufgearbeitet gehört. vielleicht kann da wer vermitteln? eure eltern z. b.?",0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_02568,"okay, hier ist die sache: wenn dein freund hinter deinem rücken schlecht über dich redet und das auch noch leugnet, dann haben wir ein echtes problem. in einer beziehung geht's um respekt und vertrauen, und das scheint hier zu fehlen. du hast schon den ersten richtigen schritt gemacht, indem du ihm gesagt hast, dass du zeit brauchst. jetzt musst du ernsthaft überlegen, ob du mit jemandem zusammen sein willst, der dich nicht unterstützt und vor anderen runtermacht. echte liebe baut einen auf, macht einen nicht klein. überlege dir gut, ob das wirklich die art von beziehung ist, die du führen möchtest.",1,0,0,0,1,0,['anger' 'sadness'],deu,train,0
deu_train_track_a_00995,"es ist immer wieder faszinierend, was für ein höllentor sich bei x öffnet, wenn man über putin etwas schreibt. sollte dies in kombination mit tucker carlson passieren und auch das kritisch ausfallen, sind die pöbeleien der 🇩🇪-flaggen-accounts, „ich bin ungeimpft!!!“-stolzen und extrem männlichen afd-anhängern tausendfach hier unterwegs. die wut, der hass und die komplette verrottung der sprache sollte uns allen sorgen machen.",0,1,1,0,1,0,['disgust' 'fear' 'sadness'],deu,train,0
deu_train_track_a_00092,hat wer bock auf unranked casual?,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02194,hör auf dein bauchgefühl! mega unangenehm ständig mit so etwas konfrontiert zu werden. du kannst dich so nie sicher fühlen in der beziehung.,0,1,1,0,0,0,['disgust' 'fear'],deu,train,0
deu_train_track_a_00287,israel muss sofort gestoppt werden und der genozid treiber netanjhu für immer hinter gittern,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_02509,"free the hostages! ohne geiseln, keinen krieg! keiner außerhalb israel, spricht über die taten der hamas, oder erwähnt die geiseln, die noch bis heute, 150 tage, in geiselnahme sind! 🇮🇱🇮🇱🇮🇱",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_00987,"verstehe den ersten satz nicht, aber stimme dir beim rest auf jeden fall schon mal zu!",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02009,"mach ich, danke dir!",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00347,ja zum glück,0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_02285,"befremdlich. warum traut sie sich, in einer situation, in der die grünen permanent an zustimmung verlieren, so eine anstandslosigkeit zu zeigen? was weiß die regierung?",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01260,baguette heist einfach stab  das brot heist in wirklichkeit baguette de pain (wird glaube ich anders geschrieben aber ich binn gerade zu faul die umlaute auf meiner tastatur zu suchen die es braucht),0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_00791,"lustig, dass fff meint, für eine gesamte generation sprechen zu können.",0,1,0,0,0,0,['disgust'],deu,train,0
deu_train_track_a_01882,"also dafür, dass das allws nur show ist, ist es ne ziemlich gute und unterhaltsame show. und die stimmung live scheint ja bombastisch zu sein!",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00268,"das bricht mir beim lesen irgendwie das herz. mein größtes mitgefühl. mir persönlich hat tatsächlich nur eine neue liebe geholfen (beziehungsende nach knapp 6 jahren). inwieweit ich das jedoch explizit empfehlen würde - schwierig. wenn es passiert, passiert es, aber eigentlich ist dein ansatz viel besser. freunde, familie, umschulung, fokus auf sich selbst. ich wünsche dir viel kraft.",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01124,wie kann man sich nur so hart gönnen?,0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_02465,"die ukr gehört ganz klar in die nato & eu. danke, dass sie unermüdlich den politischen druck auf scholz aufrechterhalten mit dem ziel #taurusforukraine #armukrainetowin. ru muss in der ukr besiegt werden. alles andere ist gefährliches wunschdenken, denn #russiaisaterroriststate.",1,1,1,1,0,0,['anger' 'disgust' 'fear' 'joy'],deu,train,0
deu_train_track_a_02291,"wow, warum brauchen wir eine umfrage, wenn die regierung eh macht was es will? wir gehen seit monaten auf die straße und was passiert? nichts, der genozid wird schön weiter von deutschland unterstützt!!",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_01092,"die zukunft ist umweltfreundlich, bunt und offen!",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_02137,in der unistadt den 1. job zu finden und zu bleiben während alle anderen weggehen fühlt sich auch seltsam an.  ging mir damals so in kiel.,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01515,und warum regnet es schon wieder? hab ich nicht bestellt! 😠😠 also wird aus dem sonntag ein betttag! 3x t sieht irgendwie falsch aus! 🤔🤔,1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01061,"wann werden diejenigen, die gegen waffenlieferungen an die ukraine zur selbstverteidigung sind, auch fordern, dass russland – das land, das diesen krieg begonnen hat – keine waffen oder waffenteile mehr erhält? denn ohne waffenlieferungen an russland würde dieser krieg nicht fortbestehen.",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01156,ich verstehe das nicht. deutschland müsste diese zahlungen sofort einstellen. sonst soll sich kein politiker nochmal dahin stellen und solidarität mit israel heucheln.,1,1,0,0,0,1,['anger' 'disgust' 'surprise'],deu,train,0
deu_train_track_a_02390,"dafür weißt du, was romantik ist. ☝️",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00157,"ich hab alles gegessen außer rohes fleisch, rohen fisch, rohe eier, rohmilchprodukte, belegte semmeln vom bäcker (haben mich geekelt) und abgepackte sachen wie obst vom rewe oder fertige salate. salat aus dem restaurant, mc.d, döner, pizza, eis - hab ich ohne mit der wampe zu zucken reingehauen. natürlich hab ich mich aber sonst weitestgehend gesund ernährt ;)",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00933,"der moment ist überhaupt gekommen, wo ich dir in die fresse haue.",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_01531,ich werde kündigen und nur noch bei bedarf mal einen monat buchen.,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00348,"für alles was gewesen ist und noch ist sind deine eltern verantwortlich und zwar zu 100%.  du warst nur ein kind. und bist immer noch ein kind deiner eltern.   eltern tragen die verantwortung für ihr eigenes verhalten zu 100%.  ich bin keine psychologin, aber die geschichte deiner familie hat dich vermutlich traumatisiert, dafür sprechen z.b. deine träume.   du sagst, du willst deine familie sehen, sie ist dir wichtig. vielleicht kannst du ihnen sagen, dass sie nicht mit dir über vergangenes reden dürfen. einfach mal die vergangenheit ausblenden, auf beiden seiten, bis du mit einem therapeuten reden konntest.   lass die verantwortung für alles gehen, die verantwortung gehört deinen eltern.",0,1,0,0,1,0,['disgust' 'sadness'],deu,train,0
deu_train_track_a_00366,fake! sie hat ein langarmshirt an! grüße aus der hölle unterm dach 🥵,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01573,"wenn du die sprache nicht wirklich sattelfest beherrscht würde ich es nicht machen. ist ja dann auch irgendwie unnatürlich oder?  wir erziehen von anfang an zweisprachig, da mein mann aus irland kommt. ich spreche einwandfreies englisch, hab aber bis vor kurzem nicht mal auf englisch vorgelesen. mittlerweile weiß unsere tochter, dass sie mit papa englisch spricht und mit mama deutsch. erst jetzt les ich ihr auch englische bücher vor. sie ist auch 2,ist sprachlich aber schon sehr weit, bei sätzen von 4-5 wörtern in beiden sprachen.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00501,ganz besonders die die unser land noch nie verlassen haben!,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01365,viele regale wären leer,0,0,1,0,0,0,['fear'],deu,train,0
deu_train_track_a_00338,"es ist eigentlich nicht zum lachen aber irgendwie ist es lustig. ich hoffe es hat die erwischt die die größe fre**e von allen hatten. diejenigen die durch ihren job gezwungen wurden wünsche ich gute besserung. genau aus diesem grund habe ich mich geweigert und werde es auch weiterhin tun. man sieht hier wie die menschen erst erpresset werden um dann noch hängen gelassen zu werden. spuckt mir doch lieber direkt ins gesicht, das ist ehrlicher",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_00331,"vielleicht auch hitzepickel? oder babyakne, die wandert gut und gerne auch mal auf den oberkörper. aber lieber einmal zu viel die hebamme oder den kinderarzt fragen, um sicher zu sein!",0,0,1,0,0,0,['fear'],deu,train,0
deu_train_track_a_01004,"ein mann hat verhindert, dass mir das handy geklaut wurde.  ich hatte auf eine s-bahn gewartet und jmd hat mir schon das handy aus meiner jackentasche entwendet bis der mann mich laut darauf aufmerksam gemacht hat.  ich bin ihm immer noch so unendlich dankbar, er war wahrlich ein guter mensch.  anzeige gegenüber dem dieb war auch möglich!",0,1,0,1,0,0,['disgust' 'joy'],deu,train,0
deu_train_track_a_02482,"hi. ich hab oben aus einer antwort entnommen das du als bfd auf der station gearbeitet hast. hab vollsten respekt vor dir, der sich allerdings mit bisschen wut auf unser gesundheitswesen mischt, dass freiwillige so eingesetzt werden.  habe selber letztes jahr vor meiner ausbildung ein bfd in der pflege in der psychiatrie gemacht.  meine frage nun: hattest du vorher irgendwie was mit medizin oder pflege schon gemacht? und wie sah dein aufgabengebiet aus, weil als bfd kannst du ja schlecht ohne abgeschlossen berufsausbildung oder studium am klienten arbeiten.   lg und vielen vielen dank",1,0,0,1,0,0,['anger' 'joy'],deu,train,0
deu_train_track_a_00290,"sie sollten sich schämen für das, was sie heute im #bundestag abgelassen haben ‼️ #standwithukraine",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
